service,operation,transport,state,reason
secretmanager,Secret.Get,rest,ga,
secretmanager,Secret.GetIamPolicy,rest,ga,
secretmanager,Secret.GetVersion,rest,ga,
secretmanager,Secret.List,rest,ga,
secretmanager,Secret.ListVersions,rest,ga,
secretmanager,Secret.SetIamPolicy,rest,ga,
secretmanager,Secret.TestIamPermissions,rest,ga,
secretmanager,Secret.Update,rest,ga,
secretmanager,SetIamPolicy,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
secretmanager,TestIamPermissions,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
secretmanager,UpdateSecret,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,BidiReadObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,BidiWriteObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,CancelResumableWrite,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,ComposeObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,CreateBucket,grpc,ga,
storage,DeleteBucket,grpc,ga,
storage,DeleteObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,GetBucket,grpc,ga,
storage,GetIamPolicy,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,GetObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,ListBuckets,grpc,ga,
storage,ListObjects,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,LockBucketRetentionPolicy,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,MoveObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,QueryWriteStatus,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,ReadObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,RestoreObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,RewriteObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,SetIamPolicy,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,StartResumableWrite,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,Storage.BucketACLInsert,rest,ga,
storage,Storage.BucketACLList,rest,ga,
storage,Storage.BucketsDelete,rest,ga,
storage,Storage.BucketsGet,rest,ga,
storage,Storage.BucketsGetIamPolicy,rest,ga,
storage,Storage.BucketsInsert,rest,ga,
storage,Storage.BucketsList,rest,ga,
storage,Storage.BucketsLockRetentionPolicy,rest,ga,
storage,Storage.BucketsSetIamPolicy,rest,ga,
storage,Storage.BucketsUpdate,rest,ga,
storage,Storage.ObjectACLInsert,rest,ga,
storage,Storage.ObjectACLList,rest,ga,
storage,Storage.ObjectsCompose,rest,ga,
storage,Storage.ObjectsCopy,rest,ga,
storage,Storage.ObjectsDelete,rest,ga,
storage,Storage.ObjectsGet,rest,ga,
storage,Storage.ObjectsGetIamPolicy,rest,ga,
storage,Storage.ObjectsGetMedia,rest,ga,
storage,Storage.ObjectsInsert,rest,ga,
storage,Storage.ObjectsInsertResumable,rest,ga,
storage,Storage.ObjectsInsertStartResumable,rest,ga,
storage,Storage.ObjectsList,rest,ga,
storage,Storage.ObjectsMove,rest,ga,
storage,Storage.ObjectsPatch,rest,ga,
storage,Storage.ObjectsRestore,rest,ga,
storage,Storage.ObjectsRewrite,rest,ga,
storage,Storage.ObjectsSetIamPolicy,rest,ga,
storage,Storage.ObjectsUpdate,rest,ga,
storage,TestIamPermissions,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,UpdateBucket,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,UpdateObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
storage,WriteObject,grpc,limited,gRPC verified against proto descriptors only (pending proto-conformance)
workflowexecutions,WorkflowExecution.CancelExecution,rest,ga,
workflowexecutions,WorkflowExecution.CreateExecution,rest,ga,
workflowexecutions,WorkflowExecution.GetExecution,rest,ga,
workflowexecutions,WorkflowExecution.ListExecutions,rest,ga,
workflows,Workflow.CreateWorkflow,rest,ga,
workflows,Workflow.DeleteWorkflow,rest,ga,
workflows,Workflow.GetOperation,rest,ga,
workflows,Workflow.GetWorkflow,rest,ga,
workflows,Workflow.ListWorkflows,rest,ga,
workflows,Workflow.UpdateWorkflow,rest,ga,
